npv_cost_gbp,total_co2_t,first_overlay_year
120780.833350114,195.898128,10
115923.340620582,197.74824,9
105336.487656012,226.65624,8
109774.863139893,313.38024,6
79068.0470302592,165.140016,11
109416.545319214,195.898128,9
103695.614131701,228.506352,7
101582.172442193,226.65624,8
71966.485674473,166.990128,10
85041.1033929402,197.74824,8
105811.021959057,165.140016,12
111477.086990297,284.47224,6
82476.9341294509,226.65624,8
165724.72420493,257.414352,7
125325.969041927,195.898128,10
128157.985753267,226.65624,8
187368.31564997,286.322352,6
124178.616236113,255.56424,7
83142.7928583354,228.506352,8
88246.7254332003,165.140016,12
133063.343143993,286.322352,6
84038.1437292425,195.898128,10
87025.4936723722,166.990128,11
91032.0148439684,197.74824,9
104776.755555435,228.506352,7
122252.16198659,195.898128,9
107231.02186852,226.65624,7
114311.83526466,228.506352,7
90810.8759638659,197.74824,8
99440.5455531412,166.990128,10
112106.358848784,226.65624,8
117466.509936267,197.74824,9
100321.222573772,197.74824,9
108868.392838911,226.65624,9
132491.122549188,257.414352,7
121196.06811748,226.65624,8
94012.2807905986,226.65624,8
109664.122631846,255.56424,7
84528.2569402311,166.990128,11
84164.6809410532,195.898128,10
112177.202459982,166.990128,10
84881.998061801,197.74824,8
151319.537745025,284.47224,6
93762.4174805038,226.65624,7
121900.727433456,257.414352,7
116269.291638173,224.806128,8
122291.78502416,286.322352,7
117611.716727326,286.322352,6
120323.30323546,165.140016,11
119256.260406917,197.74824,9
129040.254231382,226.65624,8
82590.6450982767,165.140016,12
81623.3047580401,195.898128,10
76850.1456969191,166.990128,10
88192.5969939464,257.414352,7
132834.302442562,226.65624,8
144541.507079526,255.56424,7
88020.4998005418,255.56424,7
127422.866198139,284.47224,7
138190.113258841,195.898128,9
116734.017562785,226.65624,7
129854.07716891,284.47224,6
172052.800001262,257.414352,7
72463.6508702814,195.898128,9
